"ADP","player_name","Team","Pos","year","player_age","b_game","pa","woba","xwoba","exit_velocity_avg","barrel_batted_rate","hard_hit_percent","sweet_spot_percent","oz_swing_percent","whiff_percent","k_percent","bb_percent","avg_swing_speed","avg_swing_length","r_total_stolen_base","r_total_caught_stealing","percentile_xwoba","percentile_exit_velocity_avg","percentile_barrel_batted_rate","percentile_hard_hit_percent","percentile_oz_swing_percent","percentile_whiff_percent","percentile_k_percent","percentile_bb_percent","percentile_avg_swing_speed","percentile_avg_swing_length","player_id","p_game","p_formatted_ip","p_save","p_hold","p_starting_p","fastball_avg_speed","breaking_avg_spin","percentile_fastball_avg_speed","percentile_breaking_avg_spin"
131,"Pfaadt, Brandon","Ari","SP",2024,25,NA,NA,0.312,0.301,89.4,8.1,39.4,NA,29.6,25.4,24.3,5.5,NA,NA,NA,NA,0.335044929396662,0.603337612323492,0.537869062901155,0.522464698331194,0.644415917843389,0.527599486521181,0.673940949935815,0.145057766367137,NA,NA,694297,32,181.2,0,0,32,93.8,2799,0.539948453608247,0.93089960886571
131,"Pfaadt, Brandon","Ari","SP",2023,24,NA,NA,0.362,0.325,90.1,11.7,44,NA,29.1,25,22.3,6.2,NA,NA,NA,NA,0.502570694087404,0.688946015424165,0.868894601542416,0.75706940874036,0.573264781491003,0.484575835475578,0.52827763496144,0.167095115681234,NA,NA,694297,19,96,0,0,18,93.5,2681,0.501930501930502,0.857516339869281
132,"Kikuchi, Yusei","LAA","SP",2023,32,NA,NA,0.319,0.319,90.5,9,42.4,NA,29.6,28,25.9,6.9,NA,NA,NA,NA,0.451156812339332,0.768637532133676,0.625964010282776,0.676092544987147,0.633676092544987,0.687660668380463,0.741645244215938,0.230077120822622,NA,NA,579328,32,167.2,0,0,32,95.1,2473,0.755469755469755,0.558169934640523
132,"Kikuchi, Yusei","LAA","SP",2024,33,NA,NA,0.297,0.298,90.1,9.7,45,NA,27.9,29,28,6,NA,NA,NA,NA,0.30808729139923,0.726572528883184,0.745827984595635,0.815147625160462,0.473684210526316,0.770218228498074,0.848523748395379,0.189987163029525,NA,NA,579328,32,175.2,0,0,32,95.5,2428,0.793814432989691,0.435462842242503
132,"Kikuchi, Yusei","LAA","SP",2022,31,NA,NA,0.367,0.361,91.6,14.8,47.9,NA,27.7,31,27.3,12.8,NA,NA,NA,NA,0.847826086956522,0.907928388746803,0.942455242966752,0.900255754475703,0.434782608695652,0.850383631713555,0.819693094629156,0.841432225063939,NA,NA,579328,32,100.2,1,0,20,94.6,2353,0.682926829268293,0.393272962483829
133,"Lee, Jung Hoo","SF","OF",2024,25,37,158,0.284,0.319,89.1,4.5,41.8,29.1,26.7,9.6,8.2,6.3,70.6,7.4,2,3,0.722402597402597,0.623376623376623,0.305194805194805,0.689935064935065,0.396103896103896,0.00487012987012987,0.00487012987012987,0.314935064935065,0.417207792207792,0.579545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,"Arozarena, Randy","Sea","OF",2022,27,153,645,0.336,0.301,89.9,7.9,41,28.2,30.9,28.7,24.2,7.1,NA,NA,32,12,0.586314152410575,0.763608087091757,0.628304821150855,0.687402799377916,0.597200622083981,0.637636080870918,0.480559875583204,0.432348367029549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,"Arozarena, Randy","Sea","OF",2023,28,151,654,0.347,0.351,91.7,12.3,48.4,31.8,27.5,29.1,23.9,12.2,73,7.5,22,10,0.87620578778135,0.89871382636656,0.861736334405145,0.877813504823151,0.429260450160772,0.627009646302251,0.487138263665595,0.856913183279743,0.745945945945946,0.67027027027027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,"Arozarena, Randy","Sea","OF",2024,29,154,648,0.32,0.324,90.4,8.3,43.5,28.4,24.3,29.7,26.1,11.3,72.7,7.4,20,10,0.758116883116883,0.798701298701299,0.626623376623377,0.75,0.24512987012987,0.686688311688312,0.600649350649351,0.862012987012987,0.722402597402597,0.579545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,"Senga, Kodai","NYM","SP",2024,31,NA,NA,0.217,0.33,90.2,22.2,55.6,NA,35.3,30,45,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673540,1,5.1,0,0,1,94.8,2552,NA,NA
135,"Senga, Kodai","NYM","SP",2023,30,NA,NA,0.282,0.304,89,6.8,40.6,NA,27.4,29.7,29.1,11.1,NA,NA,NA,NA,0.317480719794344,0.467866323907455,0.326478149100257,0.568123393316195,0.422879177377892,0.773778920308483,0.877892030848329,0.717223650385604,NA,NA,673540,29,166.1,0,0,29,93.7,2524,0.53024453024453,0.650980392156863
136,"Pressly, Ryan","ChC","RP",2023,34,NA,NA,0.269,0.294,91.3,9,43.5,NA,35,31.4,27.6,6,NA,NA,NA,NA,0.22107969151671,0.877892030848329,0.625964010282776,0.723650385604113,0.953727506426735,0.856041131105398,0.827763496143959,0.150385604113111,NA,NA,519151,65,65.1,31,0,0,94.7,2957,0.698841698841699,0.977777777777778
136,"Pressly, Ryan","ChC","RP",2024,35,NA,NA,0.314,0.308,89.8,7.9,41.8,NA,31.5,26.9,23.8,7.4,NA,NA,NA,NA,0.394094993581515,0.675224646983312,0.504492939666239,0.670089858793325,0.812580231065469,0.641848523748395,0.644415917843389,0.34017971758665,NA,NA,519151,59,56.2,4,25,0,93.8,2980,0.539948453608247,0.986962190352021
136,"Pressly, Ryan","ChC","RP",2022,33,NA,NA,0.229,0.253,89,5.8,37.5,NA,34.9,38.7,35.9,6.6,NA,NA,NA,NA,0.0690537084398977,0.554987212276215,0.290281329923274,0.428388746803069,0.941176470588235,0.979539641943734,0.979539641943734,0.254475703324808,NA,NA,519151,50,48.1,33,0,0,94.5,2959,0.667522464698331,0.987063389391979
137,"Diaz, Alexis","Cin","RP",2024,27,NA,NA,0.3,0.298,88.5,6.7,38,NA,25,26.6,22.7,12.8,NA,NA,NA,NA,0.30808729139923,0.381258023106547,0.331193838254172,0.427471116816431,0.233632862644416,0.61617458279846,0.582798459563543,0.858793324775353,NA,NA,664747,60,56.1,28,0,0,93.9,2627,0.561855670103093,0.769230769230769
137,"Diaz, Alexis","Cin","RP",2023,26,NA,NA,0.279,0.286,89.8,6.5,41.6,NA,27.8,34.8,30.1,12.6,NA,NA,NA,NA,0.170951156812339,0.637532133676093,0.300771208226221,0.619537275064267,0.46401028277635,0.934447300771208,0.908740359897172,0.820051413881748,NA,NA,664747,71,67.1,37,2,0,94.5,2646,0.656370656370656,0.827450980392157
137,"Diaz, Alexis","Cin","RP",2022,25,NA,NA,0.223,0.26,86.7,7.5,33.1,NA,30.6,36.5,32.5,12.9,NA,NA,NA,NA,0.0997442455242967,0.152173913043478,0.533248081841432,0.180306905370844,0.68925831202046,0.964194373401535,0.942455242966752,0.851662404092072,NA,NA,664747,59,63.2,10,13,0,95.7,2750,0.818998716302953,0.921086675291074
138,"Butler, Lawrence","Ath","OF",2023,22,42,129,0.251,0.293,88.3,9,37.1,24.7,26.8,29.7,27.1,3.1,74.1,7.2,0,0,0.397106109324759,0.446945337620579,0.670418006430868,0.446945337620579,0.37620578778135,0.657556270096463,0.644694533762058,0.0546623794212219,0.85945945945946,0.331531531531532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,"Butler, Lawrence","Ath","OF",2024,23,125,451,0.345,0.342,91.1,11,47.4,35.1,27.3,26.9,23.9,7.8,74.2,7.1,18,0,0.871753246753247,0.86038961038961,0.808441558441558,0.876623376623377,0.418831168831169,0.525974025974026,0.470779220779221,0.50487012987013,0.878246753246753,0.26948051948052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"Cronenworth, Jake","SD","1B, 2B",2022,28,158,684,0.318,0.303,87.6,5.6,34.1,32.3,21.6,18,19.2,10.2,NA,NA,3,0,0.611197511664075,0.412130637636081,0.433903576982893,0.376360808709176,0.119751166407465,0.107309486780715,0.253499222395023,0.779160186625194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"Cronenworth, Jake","SD","1B, 2B",2023,29,127,522,0.301,0.305,87.4,4.4,33.2,35.7,26.4,16,18.6,8.8,68.3,6.8,6,1,0.496784565916399,0.326366559485531,0.290996784565916,0.305466237942122,0.340836012861736,0.0546623794212219,0.202572347266881,0.596463022508039,0.14954954954955,0.0792792792792793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"Cronenworth, Jake","SD","1B, 2B",2024,30,155,656,0.315,0.335,88.6,7.8,36.7,35.4,23.1,17.1,18,9.3,69.4,7.1,5,2,0.834415584415584,0.553571428571429,0.586038961038961,0.454545454545455,0.180194805194805,0.086038961038961,0.193181818181818,0.676948051948052,0.256493506493506,0.26948051948052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"Jones, Jared","Pit","SP",2024,22,NA,NA,0.314,0.311,89.6,9.8,44.5,NA,30.4,30.2,26.2,7.7,NA,NA,NA,NA,0.423620025673941,0.641848523748395,0.757381258023107,0.799743260590501,0.72785622593068,0.839537869062901,0.771501925545571,0.37612323491656,NA,NA,683003,22,121.2,0,0,22,97.3,2605,0.940721649484536,0.734028683181226
141,"Garcia, Adolis","Tex","OF, DH",2022,29,156,657,0.324,0.322,92.1,12.9,47.4,36.9,37.3,33.5,27.9,6.1,NA,NA,25,6,0.76049766718507,0.940902021772939,0.906687402799378,0.906687402799378,0.863141524105754,0.813374805598756,0.671850699844479,0.31104199066874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"Garcia, Adolis","Tex","OF, DH",2023,30,148,632,0.354,0.366,92.1,16.1,49.7,36,29.3,31.6,27.7,10.3,73.5,7.9,9,1,0.943729903536977,0.929260450160772,0.951768488745981,0.918006430868167,0.54983922829582,0.7491961414791,0.672025723472669,0.7508038585209,0.803603603603604,0.922522522522523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"Garcia, Adolis","Tex","OF, DH",2024,31,154,637,0.296,0.306,91,12.5,48.2,33.7,33.6,34.3,27.8,7.1,72,7.9,11,5,0.602272727272727,0.847402597402597,0.87987012987013,0.899350649350649,0.774350649350649,0.871753246753247,0.686688311688312,0.420454545454545,0.626623376623377,0.933441558441558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,"Diaz, Yandy","TB","1B, DH",2022,30,137,558,0.366,0.365,92.2,4.8,49,30.7,19.6,14.3,10.8,14,NA,NA,3,3,0.962674961119751,0.94556765163297,0.35303265940902,0.931570762052877,0.0513219284603421,0.0326594090202177,0.0202177293934681,0.950233281493002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,"Diaz, Yandy","TB","1B, DH",2023,31,137,600,0.402,0.383,93.4,9.5,54,30.5,19.7,18.4,15.7,10.8,73.8,7.5,0,1,0.972668810289389,0.982315112540193,0.70096463022508,0.966237942122186,0.0836012861736334,0.109324758842444,0.106109324758842,0.786173633440514,0.828828828828829,0.67027027027027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,"Diaz, Yandy","TB","1B, DH",2024,32,145,621,0.331,0.336,92.2,7.6,48.7,28.4,22.8,14.2,15.3,8.1,73.3,7.5,0,0,0.840909090909091,0.941558441558442,0.571428571428571,0.913961038961039,0.168831168831169,0.0357142857142857,0.100649350649351,0.547077922077922,0.795454545454545,0.676948051948052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,"Strider, Spencer","Atl","SP",2024,25,NA,NA,0.365,0.325,87,12,36,NA,30,33,28.6,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,675911,2,9,0,0,2,96.3,2339,NA,NA
143,"Strider, Spencer","Atl","SP",2023,24,NA,NA,0.279,0.273,88.5,8.2,36.1,NA,34.3,38.6,36.8,7.6,NA,NA,NA,NA,0.0912596401028278,0.372750642673522,0.519280205655527,0.311053984575835,0.931876606683805,0.978149100257069,0.975578406169666,0.311053984575835,NA,NA,675911,32,186.2,0,0,32,97.2,2345,0.931788931788932,0.359477124183007
143,"Strider, Spencer","Atl","SP",2022,23,NA,NA,0.235,0.242,88,6.1,36,NA,30.9,34.9,38.3,8.5,NA,NA,NA,NA,0.0396419437340153,0.346547314578005,0.317135549872123,0.329923273657289,0.717391304347826,0.941176470588235,0.987212276214834,0.461636828644501,NA,NA,675911,31,131.2,0,2,20,98.2,2388,0.973042362002567,0.445019404915912
144,"Stott, Bryson","Phi","2B",2022,24,127,466,0.289,0.284,88.1,4.4,36.8,29.4,28.2,17.2,19.1,7.7,NA,NA,12,4,0.427682737169518,0.496111975116641,0.317262830482115,0.482115085536547,0.443234836702955,0.0870917573872473,0.250388802488336,0.50855365474339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,"Stott, Bryson","Phi","2B",2023,25,151,640,0.323,0.309,88.1,4.7,35.2,36.4,29.5,15.3,15.6,6.1,68,7,31,3,0.538585209003215,0.419614147909968,0.310289389067524,0.379421221864952,0.561093247588424,0.0418006430868167,0.101286173633441,0.281350482315113,0.12972972972973,0.181981981981982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,"Stott, Bryson","Phi","2B",2024,26,148,571,0.296,0.306,87,3.6,30.8,35.3,28.3,17,16.3,9.3,68.2,7.1,32,3,0.602272727272727,0.297077922077922,0.23538961038961,0.233766233766234,0.49512987012987,0.0811688311688312,0.133116883116883,0.676948051948052,0.13474025974026,0.26948051948052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,"Correa, Carlos","Min","SS",2022,27,136,590,0.362,0.363,89.9,11.4,44.7,35.3,26.9,22,20.5,10.3,NA,NA,0,1,0.95800933125972,0.763608087091757,0.847589424572317,0.824261275272162,0.381026438569207,0.256609642301711,0.31104199066874,0.788491446345257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,"Correa, Carlos","Min","SS",2023,28,135,580,0.309,0.33,90.4,9.6,45.9,31.1,26.7,25.1,22.6,10.2,74.9,7.3,0,0,0.736334405144695,0.784565916398714,0.707395498392283,0.813504823151125,0.368167202572347,0.408360128617363,0.401929260450161,0.742765273311897,0.904504504504504,0.437837837837838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,"Correa, Carlos","Min","SS",2024,29,86,367,0.385,0.358,90.3,9.2,44.7,34.4,25.5,20.4,16.6,10.9,74.5,7.3,0,0,0.933441558441558,0.792207792207792,0.698051948051948,0.790584415584416,0.303571428571429,0.196428571428571,0.146103896103896,0.818181818181818,0.891233766233766,0.477272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,"Burleson, Alec","StL","OF, DH",2022,23,16,53,0.245,0.325,91.7,10.3,48.7,35.9,28.6,25.8,17,9.4,NA,NA,1,0,0.786936236391913,0.922239502332815,0.794712286158631,0.92846034214619,0.468118195956454,0.454121306376361,0.164852255054432,0.693623639191291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,"Burleson, Alec","StL","OF, DH",2023,24,107,347,0.3,0.337,89.9,5.9,41,36.6,34,17.7,13,6.6,70.4,7.6,3,1,0.795819935691318,0.707395498392283,0.409967845659164,0.638263665594855,0.782958199356913,0.0868167202572347,0.0401929260450161,0.342443729903537,0.392792792792793,0.758558558558559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,"Burleson, Alec","StL","OF, DH",2024,25,152,595,0.319,0.329,89.7,6.5,41.7,34.3,34.5,19.2,12.8,5.9,71.2,7.5,9,4,0.800324675324675,0.709415584415584,0.482142857142857,0.685064935064935,0.805194805194805,0.142857142857143,0.038961038961039,0.272727272727273,0.503246753246753,0.676948051948052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,"Springer III, George","Tor","OF, DH",2022,32,133,583,0.352,0.342,88.7,8.4,42.3,31.8,25.6,28.2,17.2,9.3,NA,NA,14,2,0.891135303265941,0.580093312597201,0.66407465007776,0.743390357698289,0.309486780715397,0.612752721617418,0.172628304821151,0.687402799377916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,"Springer III, George","Tor","OF, DH",2023,33,154,683,0.32,0.332,88.3,7.7,39.9,32.2,23.1,22.3,18.3,8.8,72.7,7.5,20,5,0.752411575562701,0.446945337620579,0.569131832797428,0.581993569131833,0.188102893890675,0.257234726688103,0.191318327974277,0.596463022508039,0.711711711711712,0.67027027027027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,"Springer III, George","Tor","OF, DH",2024,34,145,614,0.298,0.322,87.5,9.3,37.4,29.2,23.5,25.3,18.7,9.8,71.9,7.4,16,1,0.748376623376623,0.376623376623377,0.702922077922078,0.496753246753247,0.199675324675325,0.449675324675325,0.222402597402597,0.725649350649351,0.612012987012987,0.579545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"Lugo, Seth","KC","SP",2023,33,NA,NA,0.306,0.323,90.7,9.6,44.2,NA,25.9,21.9,23.2,6,NA,NA,NA,NA,0.488431876606684,0.802056555269923,0.699228791773779,0.767352185089974,0.295629820051414,0.268637532133676,0.589974293059126,0.150385604113111,NA,NA,607625,26,146.1,0,0,26,93.3,3067,0.471042471042471,0.997385620915033
148,"Lugo, Seth","KC","SP",2024,34,NA,NA,0.278,0.3,88.5,8,39,NA,27.9,22.5,21.7,5.7,NA,NA,NA,NA,0.328626444159178,0.381258023106547,0.521181001283697,0.494223363286264,0.473684210526316,0.332477535301669,0.517329910141207,0.166880616174583,NA,NA,607625,33,206.2,0,0,33,91.9,3047,0.262886597938144,0.990873533246415
148,"Lugo, Seth","KC","SP",2022,32,NA,NA,0.292,0.29,88.5,8.2,33,NA,22.1,23.3,25.4,6.6,NA,NA,NA,NA,0.273657289002558,0.434782608695652,0.60997442455243,0.176470588235294,0.0920716112531969,0.352941176470588,0.739130434782609,0.254475703324808,NA,NA,607625,62,65,3,16,0,94.4,3022,0.645699614890886,0.990944372574386
149,"Francis, Bowden","Tor","RP, SP",2023,27,NA,NA,0.238,0.297,90,10.9,41.3,NA,29.4,23.2,25.7,5.9,NA,NA,NA,NA,0.248071979434447,0.668380462724936,0.816195372750643,0.601542416452442,0.609254498714653,0.350899742930591,0.726221079691517,0.137532133676093,NA,NA,670102,20,36.1,1,1,0,94.4,2605,0.63963963963964,0.77124183006536
149,"Francis, Bowden","Tor","RP, SP",2024,28,NA,NA,0.272,0.286,89.1,8.7,36.2,NA,27.1,21.2,22.5,5.4,NA,NA,NA,NA,0.209242618741977,0.531450577663671,0.630295250320924,0.300385109114249,0.394094993581515,0.24390243902439,0.573812580231066,0.133504492939666,NA,NA,670102,27,103.2,0,0,13,92.7,2394,0.368556701030928,0.382007822685789
150,"Bednar, David","Pit","RP",2022,27,NA,NA,0.271,0.28,90.5,7.3,46,NA,29,33.5,32.9,7.6,NA,NA,NA,NA,0.20843989769821,0.804347826086957,0.50383631713555,0.865728900255754,0.546035805626598,0.91304347826087,0.948849104859335,0.379795396419437,NA,NA,670280,45,51.2,19,4,0,96.4,2436,0.889602053915276,0.532988357050453
150,"Bednar, David","Pit","RP",2024,29,NA,NA,0.319,0.322,90.2,9.3,39.5,NA,31.5,27.6,22.1,10.7,NA,NA,NA,NA,0.532734274711168,0.739409499358151,0.708600770218229,0.534017971758665,0.812580231065469,0.685494223363286,0.543003851091142,0.716302952503209,NA,NA,670280,62,57.2,23,3,0,97.2,2433,0.93298969072165,0.440677966101695
150,"Bednar, David","Pit","RP",2023,28,NA,NA,0.259,0.261,88,5.2,40.5,NA,34.5,32.8,28.9,7.6,NA,NA,NA,NA,0.051413881748072,0.294344473007712,0.183804627249357,0.560411311053985,0.938303341902314,0.889460154241645,0.870179948586118,0.311053984575835,NA,NA,670280,66,67.1,39,0,0,96.6,2449,0.907335907335907,0.516339869281046
151,"Gurriel Jr., Lourdes","Ari","OF",2022,28,121,493,0.327,0.321,90.6,3.8,45.7,34.7,29.6,21.3,16.8,6.3,NA,NA,3,4,0.752721617418352,0.850699844479005,0.276827371695179,0.855365474339036,0.514774494556765,0.214618973561431,0.161741835147745,0.332814930015552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"Gurriel Jr., Lourdes","Ari","OF",2023,29,145,592,0.329,0.324,89.7,8.4,46,35.3,30.3,18.7,17.4,5.6,69.9,7.3,5,0,0.692926045016077,0.689710610932476,0.643086816720257,0.819935691318328,0.614147909967846,0.12379421221865,0.157556270096463,0.223472668810289,0.313513513513514,0.437837837837838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"Gurriel Jr., Lourdes","Ari","OF",2024,30,133,553,0.327,0.319,88.4,6.7,40,33.8,32.9,20.2,18.3,5.2,70.6,7.5,7,1,0.722402597402597,0.516233766233766,0.501623376623377,0.595779220779221,0.732142857142857,0.180194805194805,0.204545454545455,0.219155844155844,0.417207792207792,0.676948051948052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"Winn, Masyn","StL","SS",2023,21,37,137,0.211,0.25,86,2,36.6,26.7,25.1,21.6,19,7.3,68.7,7.3,2,1,0.135048231511254,0.162379421221865,0.143086816720257,0.42604501607717,0.270096463022508,0.220257234726688,0.215434083601286,0.437299035369775,0.181981981981982,0.437837837837838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"Winn, Masyn","StL","SS",2024,22,150,637,0.315,0.293,87,3.7,32.7,33.5,30.4,19,17.1,6.4,70.2,7.3,11,5,0.465909090909091,0.297077922077922,0.246753246753247,0.292207792207792,0.61038961038961,0.137987012987013,0.165584415584416,0.336038961038961,0.35551948051948,0.477272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,"Garcia, Maikel","KC","3B, 2B",2022,22,9,23,0.315,0.242,85.9,0,29.4,29.4,22.4,15.4,21.7,4.3,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,"Garcia, Maikel","KC","3B, 2B",2023,23,123,515,0.299,0.319,91.8,3.9,50.6,36.9,20.6,19.5,22.3,7.4,69.8,7.1,23,7,0.627009646302251,0.903536977491961,0.254019292604502,0.937299035369775,0.110932475884244,0.139871382636656,0.385852090032154,0.443729903536977,0.299099099099099,0.230630630630631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,"Garcia, Maikel","KC","3B, 2B",2024,24,157,626,0.27,0.3,90.4,3.7,42.8,34.1,21.2,15.7,16.5,6.7,70.8,7.2,37,2,0.535714285714286,0.798701298701299,0.246753246753247,0.724025974025974,0.123376623376623,0.0633116883116883,0.141233766233766,0.37012987012987,0.451298701298701,0.358766233766234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,"Houck, Tanner","Bos","SP",2022,26,NA,NA,0.274,0.305,89.7,4.9,39.3,NA,29.1,29.2,22.7,8.9,NA,NA,NA,NA,0.40537084398977,0.69693094629156,0.179028132992327,0.563938618925831,0.558823529411765,0.754475703324808,0.585677749360614,0.517902813299233,NA,NA,656557,32,60,8,1,4,94.8,2556,0.708600770218229,0.719275549805951
154,"Houck, Tanner","Bos","SP",2023,27,NA,NA,0.323,0.316,90.2,6.6,43.8,NA,29.3,28.8,21.4,8.9,NA,NA,NA,NA,0.425449871465296,0.710796915167095,0.30719794344473,0.741645244215938,0.60025706940874,0.72879177377892,0.474293059125964,0.458868894601542,NA,NA,656557,21,106,0,0,21,93,2593,0.424710424710425,0.750326797385621
154,"Houck, Tanner","Bos","SP",2024,28,NA,NA,0.276,0.313,89.4,5.7,41.8,NA,31.2,22.6,20.7,6.5,NA,NA,NA,NA,0.446726572528883,0.603337612323492,0.242618741976893,0.670089858793325,0.790757381258023,0.337612323491656,0.455712451861361,0.249037227214377,NA,NA,656557,30,178.2,0,0,30,93.3,2534,0.454896907216495,0.608865710560626
155,"McLain, Matt","Cin","SS, 2B",2023,23,89,403,0.37,0.332,89.3,10.8,42.4,39.6,25.4,28,28.5,7.7,70.3,7,14,5,0.752411575562701,0.617363344051447,0.781350482315113,0.692926045016077,0.284565916398714,0.554662379421222,0.712218649517685,0.472668810289389,0.378378378378378,0.181981981981982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,"Gimenez, Andres","Tor","2B",2022,23,146,557,0.364,0.326,87.8,6.2,37.8,31.3,38.4,26.4,20.1,6.1,NA,NA,20,3,0.794712286158631,0.451010886469673,0.480559875583204,0.542768273716952,0.881804043545879,0.488335925349922,0.292379471228616,0.31104199066874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,"Gimenez, Andres","Tor","2B",2023,24,153,616,0.309,0.297,84.8,5.5,27,29.9,40,25.4,18.2,5.2,68.8,7,30,6,0.422829581993569,0.0691318327974277,0.37459807073955,0.154340836012862,0.930868167202572,0.427652733118971,0.180064308681672,0.178456591639871,0.196396396396396,0.181981981981982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,"Gimenez, Andres","Tor","2B",2024,25,152,633,0.281,0.296,86.3,2.8,28.5,32.7,37.4,22.8,15.3,4.1,68.2,7,30,5,0.496753246753247,0.227272727272727,0.181818181818182,0.175324675324675,0.899350649350649,0.298701298701299,0.100649350649351,0.123376623376623,0.13474025974026,0.186688311688312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,"Stephenson, Tyler","Cin","C",2022,25,50,183,0.37,0.318,87.1,6.6,34.7,46.3,25.1,27,25.7,6.6,NA,NA,1,0,0.727838258164852,0.332814930015552,0.527216174183515,0.398133748055988,0.28149300155521,0.527216174183515,0.56298600311042,0.382581648522551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,"Stephenson, Tyler","Cin","C",2023,26,142,517,0.305,0.314,89.4,7.6,43.5,33.5,24.1,28.4,26.1,9.1,70.4,7.5,0,1,0.578778135048232,0.641479099678457,0.559485530546624,0.736334405144695,0.233118971061093,0.586816720257235,0.607717041800643,0.62540192926045,0.392792792792793,0.67027027027027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,"Stephenson, Tyler","Cin","C",2024,27,138,515,0.339,0.322,90.2,9.1,43.9,33,23.7,22.7,22.7,9.3,70.8,7.4,1,0,0.748376623376623,0.775974025974026,0.685064935064935,0.758116883116883,0.211038961038961,0.293831168831169,0.417207792207792,0.676948051948052,0.451298701298701,0.579545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,"Sanchez, Cristopher","Phi","SP",2022,25,NA,NA,0.323,0.32,87.9,6.6,38,NA,28.7,19.1,19.8,9.6,NA,NA,NA,NA,0.552429667519182,0.327365728900256,0.377237851662404,0.457800511508951,0.526854219948849,0.136828644501279,0.396419437340153,0.58695652173913,NA,NA,650911,15,40,1,2,3,93,1912,0.421052631578947,0.0245795601552393
158,"Sanchez, Cristopher","Phi","SP",2024,27,NA,NA,0.29,0.293,87.4,5.4,34.5,NA,36.4,24.3,20.3,5.8,NA,NA,NA,NA,0.255455712451861,0.20410783055199,0.219512195121951,0.20410783055199,0.96790757381258,0.464698331193838,0.422336328626444,0.170731707317073,NA,NA,650911,31,181.2,0,0,31,94.5,2020,0.655927835051546,0.0404172099087353
158,"Sanchez, Cristopher","Phi","SP",2023,26,NA,NA,0.296,0.299,88.8,8.2,40.2,NA,34.8,26.4,24.2,4,NA,NA,NA,NA,0.267352185089974,0.438303341902314,0.519280205655527,0.542416452442159,0.947300771208226,0.575835475578406,0.643958868894602,0.0398457583547558,NA,NA,650911,19,99.1,0,0,18,92.1,2048,0.294723294723295,0.0483660130718954
