"ADP","player_name","Team","Pos","year","player_age","b_game","pa","woba","xwoba","exit_velocity_avg","barrel_batted_rate","hard_hit_percent","sweet_spot_percent","oz_swing_percent","whiff_percent","k_percent","bb_percent","avg_swing_speed","avg_swing_length","r_total_stolen_base","r_total_caught_stealing","percentile_xwoba","percentile_exit_velocity_avg","percentile_barrel_batted_rate","percentile_hard_hit_percent","percentile_oz_swing_percent","percentile_whiff_percent","percentile_k_percent","percentile_bb_percent","percentile_avg_swing_speed","percentile_avg_swing_length","player_id","p_game","p_formatted_ip","p_save","p_hold","p_starting_p","fastball_avg_speed","breaking_avg_spin","percentile_fastball_avg_speed","percentile_breaking_avg_spin"
382,"Cruz, Fernando","NYY","RP",2022,32,NA,NA,0.263,0.285,87.8,3,33.3,NA,31,37.8,32.8,14.1,NA,NA,NA,NA,0.248081841432225,0.300511508951407,0.0677749360613811,0.187979539641944,0.728900255754476,0.974424552429668,0.946291560102302,0.89002557544757,NA,NA,518585,14,14.2,0,1,2,89.5,NA,0.0872913992297818,NA
382,"Cruz, Fernando","NYY","RP",2024,34,NA,NA,0.307,0.311,88.7,9.8,44.1,NA,29.9,38.2,37.8,12.2,NA,NA,NA,NA,0.423620025673941,0.427471116816431,0.757381258023107,0.780487804878049,0.676508344030809,0.980744544287548,0.985879332477535,0.822849807445443,NA,NA,518585,69,66.2,0,23,3,92,NA,0.275773195876289,NA
382,"Cruz, Fernando","NYY","RP",2023,33,NA,NA,0.29,0.288,89.1,10,41.3,NA,31.1,34.5,35.1,10,NA,NA,NA,NA,0.17866323907455,0.489717223650386,0.733933161953727,0.601542416452442,0.759640102827764,0.929305912596401,0.966580976863753,0.593830334190231,NA,NA,518585,58,66,0,7,2,91.7,2550,0.243243243243243,0.690196078431373
383,"Waldron, Matt","SD","SP",2023,26,NA,NA,0.328,0.325,86.7,10.8,38.5,NA,25.8,18.9,17.9,6.9,NA,NA,NA,NA,0.502570694087404,0.132390745501285,0.80719794344473,0.446015424164524,0.290488431876607,0.106683804627249,0.264781491002571,0.230077120822622,NA,NA,663362,8,41.1,0,0,6,90.2,1055,0.11969111969112,0
383,"Waldron, Matt","SD","SP",2024,27,NA,NA,0.323,0.313,88.1,7,35,NA,25,20.8,21.3,6.4,NA,NA,NA,NA,0.446726572528883,0.297817715019255,0.369704749679076,0.224646983311938,0.233632862644416,0.218228498074454,0.494223363286264,0.237483953786906,NA,NA,663362,27,146.2,0,0,26,89.7,941,0.0824742268041237,0
384,"Iglesias, Jose","NYM","2B, 3B",2022,32,118,467,0.312,0.281,83.8,0.5,27.7,30.6,41.3,13.2,12,3.6,NA,NA,2,3,0.393468118195956,0.0668740279937792,0.111975116640746,0.172628304821151,0.948678071539658,0.0186625194401244,0.0388802488335925,0.0855365474339036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,"Iglesias, Jose","NYM","2B, 3B",2024,34,85,291,0.362,0.314,85.8,2.2,30.6,36.2,39.5,15.2,13.4,4.1,69.7,6.8,6,2,0.678571428571429,0.162337662337662,0.13961038961039,0.228896103896104,0.928571428571429,0.0535714285714286,0.0470779220779221,0.123376623376623,0.301948051948052,0.0681818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,"Birdsong, Hayden","SF","SP",2024,22,NA,NA,0.321,0.331,92,8.9,50,NA,25.9,29.8,27.9,13.7,NA,NA,NA,NA,0.62002567394095,0.942233632862644,0.662387676508344,0.924261874197689,0.310654685494223,0.822849807445443,0.845956354300385,0.898587933247754,NA,NA,806185,16,72,0,0,16,95.8,2675,0.82860824742268,0.816166883963494
386,"Mayo, Coby","Bal","3B",2024,22,17,46,0.152,0.222,84.7,0,21.1,52.6,30.7,45.6,47.8,8.7,74.1,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,"Sanchez, Jesus","Mia","OF",2022,24,98,343,0.298,0.295,89.5,9.9,40.5,25.7,32.7,29.6,26.8,7.6,NA,NA,1,0,0.531881804043546,0.713841368584759,0.762052877138414,0.671850699844479,0.699844479004666,0.67651632970451,0.620528771384137,0.497667185069984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,"Sanchez, Jesus","Mia","OF",2023,25,125,402,0.334,0.35,90.4,12.2,46.3,32.9,31.4,30.1,26.6,9.5,74.4,7,3,1,0.869774919614148,0.784565916398714,0.85048231511254,0.831189710610932,0.672025723472669,0.681672025723473,0.62379421221865,0.652733118971061,0.879279279279279,0.181981981981982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,"Sanchez, Jesus","Mia","OF",2024,26,149,537,0.317,0.343,92.5,12.2,51.3,31.8,36.1,31.2,26.1,7.6,75.2,7.1,16,2,0.87987012987013,0.949675324675325,0.868506493506494,0.951298701298701,0.858766233766234,0.75974025974026,0.600649350649351,0.482142857142857,0.931818181818182,0.26948051948052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,"Miller, Bobby","LAD","SP",2024,25,NA,NA,0.411,0.394,91.5,11.5,47.7,NA,24.2,23.7,20.2,11.6,NA,NA,NA,NA,0.924261874197689,0.917843388960205,0.870346598202824,0.890885750962773,0.186136071887035,0.414634146341463,0.417201540436457,0.783055198973042,NA,NA,676272,13,56,0,0,13,97.5,2561,0.951030927835051,0.658409387222947
388,"Miller, Bobby","LAD","SP",2023,24,NA,NA,0.283,0.286,88.3,6,37.6,NA,28.6,26.8,23.6,6.3,NA,NA,NA,NA,0.170951156812339,0.340616966580977,0.237789203084833,0.397172236503856,0.52827763496144,0.605398457583548,0.609254498714653,0.174807197943445,NA,NA,676272,22,124.1,0,0,22,98.9,2669,0.979407979407979,0.849673202614379
389,"Wilson Jr., Jacob","Ath","SS",2024,22,28,103,0.281,0.287,85.4,0,19,26.2,36.8,12.7,9.7,7.8,63.5,6.2,0,0,0.400974025974026,0.133116883116883,0,0.038961038961039,0.876623376623377,0.0194805194805195,0.00974025974025974,0.50487012987013,0.00487012987012987,0.00324675324675325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,"Baldwin, Drake","Atl","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,"Hayes, Ke'Bryan","Pit","3B",2022,25,136,560,0.294,0.3,91,3.9,46.8,30.6,27.1,20.7,21.8,8.6,NA,NA,20,5,0.576982892690513,0.880248833592535,0.284603421461897,0.889580093312597,0.390357698289269,0.181959564541213,0.373250388802488,0.589424572317263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,"Hayes, Ke'Bryan","Pit","3B",2023,26,124,525,0.324,0.321,92.2,7.4,48.3,34.1,30.7,21.2,19.8,5.3,72.3,6.9,10,6,0.655948553054662,0.938906752411576,0.540192926045016,0.87459807073955,0.631832797427653,0.202572347266881,0.255627009646302,0.191318327974277,0.65945945945946,0.127927927927928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,"Hayes, Ke'Bryan","Pit","3B",2024,27,96,396,0.256,0.279,88.9,2.4,42.9,29.9,28,18.1,18.9,5.8,72.1,6.9,11,2,0.321428571428571,0.590909090909091,0.152597402597403,0.727272727272727,0.461038961038961,0.11038961038961,0.228896103896104,0.25974025974026,0.63961038961039,0.121753246753247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,"Hill, Tim","NYY","RP",2023,33,NA,NA,0.39,0.342,89.9,5.1,44.2,NA,30.1,15,12.9,6.9,NA,NA,NA,NA,0.67866323907455,0.654241645244216,0.174807197943445,0.767352185089974,0.685089974293059,0.0205655526992288,0.0681233933161954,0.230077120822622,NA,NA,657612,48,44.1,0,9,0,89.5,1985,0.0900900900900901,0.0248366013071895
392,"Hill, Tim","NYY","RP",2022,32,NA,NA,0.282,0.274,88.2,1.3,34,NA,25.7,15.8,12.6,7,NA,NA,NA,NA,0.172634271099744,0.379795396419437,0.0421994884910486,0.234015345268542,0.272378516624041,0.0460358056265985,0.0728900255754476,0.31074168797954,NA,NA,657612,55,48,0,7,0,90.1,2008,0.119383825417202,0.0401034928848642
392,"Hill, Tim","NYY","RP",2024,34,NA,NA,0.3,0.293,88,1.7,40.8,NA,30.3,12.8,10.7,6.6,NA,NA,NA,NA,0.255455712451861,0.284980744544288,0.0513478818998716,0.596919127086008,0.717586649550706,0.0269576379974326,0.0436456996148909,0.260590500641849,NA,NA,657612,62,67,0,4,0,89.2,2060,0.0515463917525773,0.0534550195567145
393,"Gonzales, Nick","Pit","2B",2023,24,35,128,0.268,0.257,85.5,3.7,26.8,26.8,28.3,32.4,28.1,4.7,68.7,7.2,0,1,0.159163987138264,0.112540192926045,0.236334405144695,0.14951768488746,0.47588424437299,0.787781350482315,0.692926045016077,0.138263665594855,0.181981981981982,0.331531531531532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,"Gonzales, Nick","Pit","2B",2024,25,94,387,0.307,0.317,87.9,7.9,36.9,34.1,34.1,24.9,19.1,4.7,71.1,7.3,5,3,0.701298701298701,0.426948051948052,0.594155844155844,0.470779220779221,0.797077922077922,0.425324675324675,0.243506493506494,0.170454545454545,0.49512987012987,0.477272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,"Mitchell, Garrett","Mil","OF",2022,23,28,68,0.365,0.266,92.9,11.8,41.2,41.2,22.5,31.5,41.2,8.8,NA,NA,8,0,0.262830482115086,0.967340590979782,0.866251944012442,0.693623639191291,0.147744945567652,0.755832037325039,0.959564541213064,0.612752721617418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,"Mitchell, Garrett","Mil","OF",2023,24,19,73,0.326,0.286,86.7,10,37.5,40,23.5,39.7,35.6,9.6,74.3,7.3,1,1,0.339228295819936,0.242765273311897,0.728295819935691,0.463022508038585,0.204180064308682,0.966237942122186,0.913183279742765,0.668810289389068,0.875675675675676,0.437837837837838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,"Mitchell, Garrett","Mil","OF",2024,25,69,224,0.351,0.312,88.8,8.7,37,34.6,17.6,34.8,31.7,11.2,75.7,7.4,11,4,0.655844155844156,0.576298701298701,0.657467532467532,0.477272727272727,0.025974025974026,0.88474025974026,0.836038961038961,0.855519480519481,0.959415584415584,0.579545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,"Basallo, Sam","Bal","C, 1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,"Scott II, Victor","StL","OF",2024,23,53,155,0.221,0.246,88.4,5.7,33.3,33.3,29.3,26.1,27.1,3.9,69.1,6.7,5,1,0.118506493506494,0.516233766233766,0.410714285714286,0.308441558441558,0.545454545454545,0.487012987012987,0.659090909090909,0.118506493506494,0.232142857142857,0.0438311688311688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,"Harrison, Kyle","SF","SP",2023,21,NA,NA,0.324,0.327,89.4,9.3,38.1,NA,27.6,23.6,23.8,7.5,NA,NA,NA,NA,0.523136246786632,0.557840616966581,0.673521850899743,0.416452442159383,0.443444730077121,0.383033419023136,0.620822622107969,0.299485861182519,NA,NA,690986,7,34.2,0,0,7,93.5,2017,0.501930501930502,0.0392156862745098
397,"Harrison, Kyle","SF","SP",2024,22,NA,NA,0.33,0.338,90.7,10.1,44.1,NA,25.6,23.6,22.2,7.9,NA,NA,NA,NA,0.68421052631579,0.842105263157895,0.783055198973042,0.780487804878049,0.268292682926829,0.404364569961489,0.550706033376123,0.417201540436457,NA,NA,690986,24,124.1,0,0,24,92.5,1980,0.333762886597938,0.0247718383311604
398,"Banda, Anthony","LAD","RP",2023,29,NA,NA,0.379,0.479,91.1,8.7,43.5,NA,32.4,21.7,17.1,14.3,NA,NA,NA,NA,0.98586118251928,0.856041131105398,0.597686375321337,0.723650385604113,0.84318766066838,0.250642673521851,0.22107969151671,0.872750642673522,NA,NA,607455,10,7,0,0,0,95.2,2307,0.767052767052767,0.303267973856209
398,"Banda, Anthony","LAD","RP",2022,28,NA,NA,0.415,0.343,84.9,6.7,32.2,NA,31.2,21,22.2,9.6,NA,NA,NA,NA,0.746803069053708,0.0396419437340153,0.392583120204604,0.135549872122762,0.745524296675192,0.225063938618926,0.556265984654731,0.58695652173913,NA,NA,607455,32,26.2,0,2,1,94.3,1996,0.630295250320924,0.036222509702458
398,"Banda, Anthony","LAD","RP",2024,30,NA,NA,0.281,0.281,88.3,6.5,38.8,NA,31.4,30,23.9,8.6,NA,NA,NA,NA,0.17201540436457,0.331193838254172,0.313222079589217,0.473684210526316,0.804878048780488,0.82798459563543,0.653401797175867,0.503209242618742,NA,NA,607455,48,49.2,2,9,2,96.1,2399,0.856958762886598,0.392438070404172
399,"Barnes, Austin","LAD","C",2022,32,62,212,0.315,0.298,87.4,4.8,35.2,31,15.3,17.9,17.5,12.7,NA,NA,2,1,0.556765163297045,0.379471228615863,0.35303265940902,0.421461897356143,0.0108864696734059,0.0995334370139969,0.188180404354588,0.923794712286159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,"Barnes, Austin","LAD","C",2023,33,59,200,0.229,0.273,84.8,2.9,25.4,28.3,19.8,22.2,21.5,8.5,68.6,6.5,2,1,0.2491961414791,0.0691318327974277,0.186495176848875,0.118971061093248,0.0868167202572347,0.255627009646302,0.337620578778135,0.572347266881029,0.172972972972973,0.0198198198198198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,"Barnes, Austin","LAD","C",2024,34,54,156,0.289,0.27,86.3,1.9,31.1,30.2,19.6,22.8,23.1,9,68.2,6.4,3,0,0.262987012987013,0.227272727272727,0.128246753246753,0.238636363636364,0.0714285714285714,0.298701298701299,0.436688311688312,0.647727272727273,0.13474025974026,0.0146103896103896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"Romero, JoJo","StL","RP",2023,26,NA,NA,0.255,0.261,87.6,2.1,38.3,NA,29.3,36.3,28.6,6.8,NA,NA,NA,NA,0.051413881748072,0.236503856041131,0.0424164524421594,0.431876606683805,0.60025706940874,0.953727506426735,0.859897172236504,0.22107969151671,NA,NA,668941,27,36.2,3,3,0,94.8,2631,0.711711711711712,0.806535947712418
400,"Romero, JoJo","StL","RP",2024,27,NA,NA,0.305,0.346,89.9,10.5,39.8,NA,26.4,25.4,21,6.6,NA,NA,NA,NA,0.752246469833119,0.68806161745828,0.817715019255456,0.54813863928113,0.341463414634146,0.527599486521181,0.476251604621309,0.260590500641849,NA,NA,668941,65,59,1,30,0,94.2,2736,0.609536082474227,0.885267275097784
400,"Romero, JoJo","StL","RP",2022,25,NA,NA,0.344,0.337,89.5,10,40,NA,26.7,35.5,25.4,14.9,NA,NA,NA,NA,0.703324808184143,0.663682864450128,0.785166240409207,0.608695652173913,0.354219948849105,0.952685421994885,0.739130434782609,0.90537084398977,NA,NA,668941,17,16.1,0,0,0,95.2,2655,0.761232349165597,0.851228978007762
401,"Giolito, Lucas","Bos","SP",2022,27,NA,NA,0.344,0.318,88.8,7.5,39,NA,29,28.5,25.4,8.7,NA,NA,NA,NA,0.535805626598465,0.501278772378517,0.533248081841432,0.535805626598465,0.546035805626598,0.726342710997442,0.739130434782609,0.482097186700767,NA,NA,608337,30,161.2,0,0,30,92.6,2006,0.355584082156611,0.0388098318240621
401,"Giolito, Lucas","Bos","SP",2023,28,NA,NA,0.339,0.329,89.2,11,41.6,NA,27,28.8,25.7,9.2,NA,NA,NA,NA,0.546272493573265,0.507712082262211,0.825192802056555,0.619537275064267,0.388174807197943,0.72879177377892,0.726221079691517,0.5,NA,NA,608337,33,184.1,0,0,33,93.1,1996,0.437580437580438,0.0339869281045752
402,"Maeda, Kenta","Det","SP, RP",2023,35,NA,NA,0.309,0.299,90.4,8.2,42.1,NA,31.2,28.2,27.3,6.5,NA,NA,NA,NA,0.267352185089974,0.745501285347044,0.519280205655527,0.663239074550129,0.763496143958869,0.697943444730077,0.808483290488432,0.195372750642674,NA,NA,628317,21,104.1,0,0,20,90.8,2609,0.160875160875161,0.77516339869281
402,"Maeda, Kenta","Det","SP, RP",2024,36,NA,NA,0.351,0.324,88.4,8.2,36.1,NA,30.9,23.9,19.8,6.4,NA,NA,NA,NA,0.55198973042362,0.363286264441592,0.55198973042362,0.295250320924262,0.772785622593068,0.427471116816431,0.394094993581515,0.237483953786906,NA,NA,628317,29,112.1,0,1,17,90.4,2600,0.130154639175258,0.723598435462842
403,"Enns, Dietrich","Det","RP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,"Vogelbach, Daniel","Tor","DH",2022,29,130,461,0.349,0.35,89.4,10.6,39.9,38.1,20.5,20.4,24.7,15.8,NA,NA,0,0,0.920684292379471,0.690513219284603,0.813374805598756,0.636080870917574,0.073094867807154,0.171073094867807,0.517884914463453,0.981337480559876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,"Vogelbach, Daniel","Tor","DH",2023,30,104,319,0.327,0.324,91.7,9.3,50,31.4,21.4,21.6,25.4,13.2,70.9,7.6,0,0,0.692926045016077,0.89871382636656,0.694533762057878,0.919614147909968,0.133440514469453,0.220257234726688,0.569131832797428,0.897106109324759,0.463063063063063,0.758558558558559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,"Vogelbach, Daniel","Tor","DH",2024,31,31,79,0.262,0.36,90.9,9.4,45.1,35.8,17.8,15.7,21.5,11.4,72.5,7.6,0,0,0.941558441558442,0.837662337662338,0.714285714285714,0.801948051948052,0.0308441558441558,0.0633116883116883,0.366883116883117,0.87012987012987,0.691558441558442,0.767857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,"Corbin, Patrick","Wsh","SP",2022,32,NA,NA,0.383,0.381,90.8,11,45,NA,28.5,20.9,18,6.9,NA,NA,NA,NA,0.904092071611253,0.835038363171355,0.856777493606138,0.831202046035806,0.512787723785166,0.218670076726343,0.292838874680307,0.300511508951407,NA,NA,571578,31,152.2,0,0,31,92.6,2184,0.355584082156611,0.15653298835705
405,"Corbin, Patrick","Wsh","SP",2024,34,NA,NA,0.357,0.357,90.8,8.3,46.7,NA,29.8,22.4,18.2,7.1,NA,NA,NA,NA,0.804878048780488,0.854942233632863,0.567394094993582,0.86392811296534,0.663671373555841,0.326059050064185,0.284980744544288,0.31193838254172,NA,NA,571578,32,174.2,0,0,32,89.6,2189,0.0708762886597938,0.135593220338983
405,"Corbin, Patrick","Wsh","SP",2023,33,NA,NA,0.353,0.373,90.7,9.3,44,NA,27.1,21.4,15.7,7.2,NA,NA,NA,NA,0.858611825192802,0.802056555269923,0.673521850899743,0.75706940874036,0.397172236503856,0.224935732647815,0.158097686375321,0.267352185089974,NA,NA,571578,32,180,0,0,32,92,2149,0.279279279279279,0.10718954248366
406,"Noel, Jhonkensy","Cle","OF",2024,22,67,198,0.331,0.323,88.6,14.5,36.8,30.8,45,34.2,31.8,6.6,78.1,7.7,0,0,0.756493506493506,0.553571428571429,0.931818181818182,0.461038961038961,0.98538961038961,0.868506493506494,0.844155844155844,0.358766233766234,0.996753246753247,0.847402597402597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,"De La Cruz, Bryan","Atl","OF, DH",2022,25,115,355,0.313,0.355,90.8,11.9,47.3,43.6,31.1,28.7,25.4,5.4,NA,NA,4,0,0.944012441679627,0.867807153965785,0.87402799377916,0.90357698289269,0.612752721617418,0.637636080870918,0.555209953343701,0.233281493001555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,"De La Cruz, Bryan","Atl","OF, DH",2023,26,153,626,0.309,0.331,89.9,8.8,42.5,41,34.3,28.7,22.7,6.4,72.3,7.7,4,1,0.744372990353698,0.707395498392283,0.659163987138264,0.696141479099678,0.792604501607717,0.607717041800643,0.409967845659164,0.321543408360129,0.65945945945946,0.827027027027027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,"De La Cruz, Bryan","Atl","OF, DH",2024,27,149,622,0.283,0.302,89.6,9.3,41.3,35.6,32.6,30.1,27.3,4.7,71.8,7.7,5,2,0.556818181818182,0.694805194805195,0.702922077922078,0.667207792207792,0.717532467532468,0.711038961038961,0.665584415584416,0.170454545454545,0.599025974025974,0.847402597402597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"Hope, Zyhir","LAD","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,"Lee, Korey","ChW","C",2022,23,12,26,0.192,0.12,83.6,0,25,12.5,40,30,34.6,3.8,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,"Lee, Korey","ChW","C",2023,24,24,70,0.134,0.238,85.3,4.4,35.6,26.7,30.5,31.4,28.6,7.1,70.3,7.4,0,0,0.090032154340836,0.0948553054662379,0.290996784565916,0.387459807073955,0.622186495176849,0.737942122186495,0.718649517684887,0.414790996784566,0.378378378378378,0.563963963963964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,"Lee, Korey","ChW","C",2024,25,125,394,0.257,0.256,88.3,7.5,37.6,34.1,35.3,37.1,31,4.3,71.4,7.2,6,3,0.165584415584416,0.496753246753247,0.563311688311688,0.50974025974026,0.834415584415584,0.933441558441558,0.803571428571429,0.146103896103896,0.538961038961039,0.358766233766234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,"Marquez, German","Col","SP",2023,28,NA,NA,0.336,0.336,93.5,13.8,60.3,NA,29.9,22.7,21.3,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608566,4,20,0,0,4,95.3,2452,NA,NA
410,"Marquez, German","Col","SP",2024,29,NA,NA,0.417,0.386,93.1,7.7,53.8,NA,20.6,28.1,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608566,1,4,0,0,1,95.7,2511,NA,NA
410,"Marquez, German","Col","SP",2022,27,NA,NA,0.341,0.326,90.5,7.1,47.2,NA,28.7,23.2,19.3,8.1,NA,NA,NA,NA,0.615089514066496,0.804347826086957,0.462915601023018,0.891304347826087,0.526854219948849,0.345268542199488,0.372122762148338,0.427109974424552,NA,NA,608566,31,181.2,0,0,31,95.4,2486,0.78818998716303,0.617076326002587
411,"Kepler, Max","Phi","OF",2022,29,115,446,0.298,0.338,89.1,7.1,39.9,31.9,23.5,20,14.8,11,NA,NA,3,2,0.866251944012442,0.637636080870918,0.572317262830482,0.636080870917574,0.1850699844479,0.15552099533437,0.0855365474339036,0.838258164852255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,"Kepler, Max","Phi","OF",2023,30,130,491,0.348,0.362,91.9,12.2,47.9,35.7,24.9,19.8,21.6,9.2,72.4,7.5,1,1,0.922829581993569,0.916398713826367,0.85048231511254,0.864951768488746,0.255627009646302,0.154340836012862,0.342443729903537,0.636655948553055,0.672072072072072,0.67027027027027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,"Kepler, Max","Phi","OF",2024,31,105,399,0.298,0.301,88.9,6.2,36.8,35.4,30.5,24.4,20.1,5.5,71.4,7.4,1,0,0.540584415584416,0.590909090909091,0.452922077922078,0.461038961038961,0.62012987012987,0.38961038961039,0.288961038961039,0.237012987012987,0.538961038961039,0.579545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,"Wade Jr., LaMonte","SF","1B",2022,28,77,251,0.298,0.319,87.7,9.5,34.3,33.7,23.7,18,20.3,10.4,NA,NA,1,0,0.734059097978227,0.432348367029549,0.73094867807154,0.377916018662519,0.195956454121306,0.107309486780715,0.303265940902022,0.791601866251944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,"Wade Jr., LaMonte","SF","1B",2023,29,135,519,0.347,0.36,88.4,9.1,39.8,33.6,17.9,20.8,18.3,14.6,72.8,7,2,0,0.918006430868167,0.469453376205788,0.681672025723473,0.57395498392283,0.0482315112540193,0.189710610932476,0.191318327974277,0.95016077170418,0.724324324324324,0.181981981981982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,"Wade Jr., LaMonte","SF","1B",2024,30,117,401,0.337,0.354,90.6,9.4,44.1,39.6,20.2,24.2,22.4,15.5,72.4,6.8,2,1,0.926948051948052,0.819805194805195,0.714285714285714,0.771103896103896,0.0876623376623377,0.376623376623377,0.399350649350649,0.972402597402597,0.670454545454545,0.0681818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,"Leiter, Jack","Tex","SP, RP",2024,24,NA,NA,0.384,0.376,91.2,9.9,44.6,NA,25,27.9,17.9,9.8,NA,NA,NA,NA,0.880616174582799,0.890885750962773,0.765083440308087,0.802310654685494,0.233632862644416,0.703465982028241,0.268292682926829,0.631578947368421,NA,NA,683004,9,35.2,0,0,6,96.2,2565,0.871134020618557,0.663624511082138
414,"Fermin, Jose","LAA","RP",2023,24,21,61,0.281,0.327,89.5,0,33.3,35.6,23.6,12.2,13.1,9.8,65.3,7.1,0,1,0.72508038585209,0.659163987138264,0,0.310289389067524,0.209003215434084,0.0112540192926045,0.0434083601286174,0.692926045016077,0.0234234234234234,0.230630630630631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"Fermin, Jose","LAA","RP",2024,25,45,79,0.207,0.246,85.4,0,25,15,21.7,10.7,13.9,8.9,65.5,7.2,2,1,0.118506493506494,0.133116883116883,0,0.112012987012987,0.13474025974026,0.00811688311688312,0.0600649350649351,0.63961038961039,0.0243506493506494,0.358766233766234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,"Cannon, Jonathan","ChW","SP",2024,23,NA,NA,0.332,0.322,89,7.3,36.3,NA,28.6,21.8,17.4,7.7,NA,NA,NA,NA,0.532734274711168,0.501925545571245,0.410783055198973,0.30808729139923,0.544287548138639,0.278562259306804,0.241335044929397,0.37612323491656,NA,NA,686563,23,124.1,1,0,21,92.5,2594,0.333762886597938,0.713168187744459
416,"Clark, Max","Det","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,"English, Tristin","Ari","3B, OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,"Crawford, Kutter","Bos","SP",2023,27,NA,NA,0.29,0.28,87.8,7.7,35.3,NA,31.9,26.8,25.6,6.8,NA,NA,NA,NA,0.129820051413882,0.263496143958869,0.448586118251928,0.266066838046273,0.813624678663239,0.605398457583548,0.719794344473008,0.22107969151671,NA,NA,676710,31,129.1,0,2,23,91.5,2259,0.221364221364221,0.231372549019608
